VACUNA,ANIO,MES,RANGO_EDAD,CANTIDAD DE PERSONAL,POBLACION,PRESUPUESTO,CANTIDAD,ALFABETISMO,AGUA_POTABLE,DEMORA_CITA_horas,DEMORA_TRASLADO_horas
APO_REF,2021,ABRIL,1_ANIO,1895,2501,268268,310,0.19400000000000003,0.118,9.826666666666666,0.4656666666666667
APO_REF,2021,AGOSTO,1_ANIO,1918,2501,629819,384,0.2356666666666667,0.17866666666666667,3.763666666666667,0.47100000000000003
APO_REF,2021,DICIEMBRE,1_ANIO,1950,2501,486866,219,0.25633333333333336,0.31466666666666665,3.602,0.19433333333333333
APO_REF,2021,ENERO,1_ANIO,1812,2501,822309,332,0.26566666666666666,0.19933333333333333,1.514,0.19133333333333336
APO_REF,2021,FEBRERO,1_ANIO,1810,2501,677118,304,0.19699999999999998,0.17933333333333334,0.25233333333333335,0.5203333333333333
APO_REF,2021,JULIO,1_ANIO,1882,2501,647735,365,0.2763333333333334,0.399,2.0196666666666663,0.2416666666666667
APO_REF,2021,JUNIO,1_ANIO,1879,2501,696098,321,0.204,0.39799999999999996,1.1183333333333334,0.7433333333333333
APO_REF,2021,MARZO,1_ANIO,1824,2501,1269741,398,0.27666666666666667,0.27266666666666667,0.4446666666666667,1.0446666666666666
APO_REF,2021,MAYO,1_ANIO,1869,2501,694026,332,0.23866666666666667,0.26333333333333336,0.322,0.205
APO_REF,2021,NOVIEMBRE,1_ANIO,1939,2501,811749,369,0.21,0.217,10.665666666666668,1.273
APO_REF,2021,OCTUBRE,1_ANIO,1875,2501,612818,260,0.33666666666666667,0.31766666666666665,3.731333333333333,0.5553333333333333
APO_REF,2021,SETIEMBRE,1_ANIO,1903,2501,681661,370,0.24266666666666667,0.266,0.38766666666666666,0.18533333333333335
APO_REF,2022,ABRIL,1_ANIO,2042,2564,748576,333,0.16366666666666665,0.21366666666666667,12.200000000000001,0.5693333333333334
APO_REF,2022,AGOSTO,1_ANIO,1923,2564,779177,401,0.20766666666666667,0.40066666666666667,6.354333333333333,0.12233333333333334
APO_REF,2022,DICIEMBRE,1_ANIO,2204,2564,996898,319,0.20633333333333334,0.158,18.314333333333334,0.18300000000000002
APO_REF,2022,ENERO,1_ANIO,1970,2564,684081,346,0.2376666666666667,0.248,20.751333333333335,1.7856666666666667
APO_REF,2022,FEBRERO,1_ANIO,1993,2564,910655,402,0.17266666666666666,0.17800000000000002,0.25666666666666665,0.6346666666666666
APO_REF,2022,JULIO,1_ANIO,2028,2564,1104057,314,0.18466666666666667,0.33966666666666673,4.626,0.2803333333333334
APO_REF,2022,JUNIO,1_ANIO,2017,2564,709615,304,0.206,0.4653333333333333,0.8066666666666666,0.20566666666666666
APO_REF,2022,MARZO,1_ANIO,2027,2564,784465,424,0.162,0.2793333333333334,11.613333333333332,0.5706666666666667
APO_REF,2022,MAYO,1_ANIO,2014,2564,760212,366,0.25,0.126,10.295333333333334,0.518
APO_REF,2022,NOVIEMBRE,1_ANIO,2204,2564,677800,416,0.231,0.14766666666666667,21.543666666666667,0.16166666666666665
APO_REF,2022,OCTUBRE,1_ANIO,2204,2564,541898,433,0.23766666666666666,0.29633333333333334,5.5376666666666665,0.731
APO_REF,2022,SETIEMBRE,1_ANIO,2016,2564,694132,363,0.25166666666666665,0.37000000000000005,6.698666666666667,0.3256666666666667
APT,2019,ABRIL,1_ANIO,986,5690,998497,217,0.14450000000000002,0.597,0.877,0.313
APT,2019,AGOSTO,1_ANIO,933,5690,3650033,104,0.19,0.47950000000000004,3.2899999999999996,0.16749999999999998
APT,2019,DICIEMBRE,1_ANIO,937,5690,1953340,171,0.197,0.43500000000000005,19.6735,0.21150000000000002
APT,2019,ENERO,1_ANIO,924,5690,924269,171,0.1985,0.362,0.887,0.269
APT,2019,FEBRERO,1_ANIO,871,5690,1000320,182,0.1965,0.106,6.9725,0.15
APT,2019,JULIO,1_ANIO,986,5690,1352080,158,0.29200000000000004,0.3685,14.760000000000002,0.21200000000000002
APT,2019,JUNIO,1_ANIO,937,5690,1235133,189,0.186,0.438,2.0895,0.21750000000000003
APT,2019,MARZO,1_ANIO,986,5690,1003216,172,0.293,0.135,3.0425,0.5885
APT,2019,MAYO,1_ANIO,933,5690,1030125,202,0.22599999999999998,0.35450000000000004,20.503999999999998,0.28200000000000003
APT,2019,NOVIEMBRE,1_ANIO,936,5690,1813790,175,0.1755,0.405,8.0945,0.21
APT,2019,OCTUBRE,1_ANIO,986,5690,619318,206,0.243,0.33799999999999997,11.2205,0.247
APT,2019,SETIEMBRE,1_ANIO,943,5690,85800,262,0.136,0.494,25.7535,0.186
APT,2020,ABRIL,1_ANIO,1562,2435,815151,37,0.30933333333333335,0.4043333333333334,0.0,0.0
APT,2020,AGOSTO,1_ANIO,1734,2435,725676,390,0.43933333333333335,0.1376666666666667,0.0,0.0
APT,2020,DICIEMBRE,1_ANIO,1813,2435,161316,367,0.243,0.3193333333333333,0.8016666666666667,0.28733333333333333
APT,2020,ENERO,1_ANIO,1551,2435,777891,379,0.18333333333333335,0.42300000000000004,3.4973333333333336,0.20633333333333334
APT,2020,FEBRERO,1_ANIO,1563,2435,761802,367,0.2273333333333333,0.37966666666666665,8.130333333333335,0.18200000000000002
APT,2020,JULIO,1_ANIO,1551,2435,804264,366,0.4073333333333333,0.25066666666666665,0.0,0.0
APT,2020,JUNIO,1_ANIO,1626,2435,718822,116,0.48266666666666663,0.14933333333333332,0.0,0.0
APT,2020,MARZO,1_ANIO,1571,2435,751336,248,0.225,0.257,3.4586666666666672,0.7223333333333333
APT,2020,MAYO,1_ANIO,1618,2435,710703,53,0.49433333333333335,0.17866666666666667,0.0,0.0
APT,2020,NOVIEMBRE,1_ANIO,1788,2435,1348304,598,0.19499999999999998,0.27033333333333337,0.37366666666666665,0.257
APT,2020,OCTUBRE,1_ANIO,1813,2435,858754,558,0.2776666666666667,0.24866666666666667,2.4446666666666665,0.3476666666666666
APT,2020,SETIEMBRE,1_ANIO,1734,2435,749638,545,0.27266666666666667,0.359,18.492,0.5363333333333333
APT,2021,ABRIL,1_ANIO,1895,2501,268268,315,0.19400000000000003,0.118,9.826666666666666,0.4656666666666667
APT,2021,AGOSTO,1_ANIO,1918,2501,629819,383,0.2356666666666667,0.17866666666666667,3.763666666666667,0.47100000000000003
APT,2021,DICIEMBRE,1_ANIO,1950,2501,486866,223,0.25633333333333336,0.31466666666666665,3.602,0.19433333333333333
APT,2021,ENERO,1_ANIO,1812,2501,822309,351,0.26566666666666666,0.19933333333333333,1.514,0.19133333333333336
APT,2021,FEBRERO,1_ANIO,1810,2501,677118,315,0.19699999999999998,0.17933333333333334,0.25233333333333335,0.5203333333333333
APT,2021,JULIO,1_ANIO,1882,2501,647735,388,0.2763333333333334,0.399,2.0196666666666663,0.2416666666666667
APT,2021,JUNIO,1_ANIO,1879,2501,696098,314,0.204,0.39799999999999996,1.1183333333333334,0.7433333333333333
APT,2021,MARZO,1_ANIO,1824,2501,1269741,418,0.27666666666666667,0.27266666666666667,0.4446666666666667,1.0446666666666666
APT,2021,MAYO,1_ANIO,1869,2501,694026,342,0.23866666666666667,0.26333333333333336,0.322,0.205
APT,2021,NOVIEMBRE,1_ANIO,1939,2501,811749,392,0.21,0.217,10.665666666666668,1.273
APT,2021,OCTUBRE,1_ANIO,1875,2501,612818,260,0.33666666666666667,0.31766666666666665,3.731333333333333,0.5553333333333333
APT,2021,SETIEMBRE,1_ANIO,1903,2501,681661,386,0.24266666666666667,0.266,0.38766666666666666,0.18533333333333335
APT,2022,ABRIL,1_ANIO,2042,2564,748576,359,0.16366666666666665,0.21366666666666667,12.200000000000001,0.5693333333333334
APT,2022,AGOSTO,1_ANIO,1923,2564,779177,418,0.20766666666666667,0.40066666666666667,6.354333333333333,0.12233333333333334
APT,2022,DICIEMBRE,1_ANIO,2204,2564,996898,347,0.20633333333333334,0.158,18.314333333333334,0.18300000000000002
APT,2022,ENERO,1_ANIO,1970,2564,684081,360,0.2376666666666667,0.248,20.751333333333335,1.7856666666666667
APT,2022,FEBRERO,1_ANIO,1993,2564,910655,428,0.17266666666666666,0.17800000000000002,0.25666666666666665,0.6346666666666666
APT,2022,JULIO,1_ANIO,2028,2564,1104057,328,0.18466666666666667,0.33966666666666673,4.626,0.2803333333333334
APT,2022,JUNIO,1_ANIO,2017,2564,709615,316,0.206,0.4653333333333333,0.8066666666666666,0.20566666666666666
APT,2022,MARZO,1_ANIO,2027,2564,784465,444,0.162,0.2793333333333334,11.613333333333332,0.5706666666666667
APT,2022,MAYO,1_ANIO,2014,2564,760212,379,0.25,0.126,10.295333333333334,0.518
APT,2022,NOVIEMBRE,1_ANIO,2204,2564,677800,440,0.231,0.14766666666666667,21.543666666666667,0.16166666666666665
APT,2022,OCTUBRE,1_ANIO,2204,2564,541898,464,0.23766666666666666,0.29633333333333334,5.5376666666666665,0.731
APT,2022,SETIEMBRE,1_ANIO,2016,2564,694132,389,0.25166666666666665,0.37000000000000005,6.698666666666667,0.3256666666666667
BCG,2019,ABRIL,RN,986,5690,998497,737,0.14450000000000002,0.597,0.877,0.313
BCG,2019,AGOSTO,RN,933,5690,3650033,739,0.19,0.47950000000000004,3.2899999999999996,0.16749999999999998
BCG,2019,DICIEMBRE,RN,937,5690,1953340,678,0.197,0.43500000000000005,19.6735,0.21150000000000002
BCG,2019,ENERO,RN,924,5690,924269,1053,0.1985,0.362,0.887,0.269
BCG,2019,FEBRERO,RN,871,5690,1000320,788,0.1965,0.106,6.9725,0.15
BCG,2019,JULIO,RN,986,5690,1352080,691,0.29200000000000004,0.3685,14.760000000000002,0.21200000000000002
BCG,2019,JUNIO,RN,937,5690,1235133,692,0.186,0.438,2.0895,0.21750000000000003
BCG,2019,MARZO,RN,986,5690,1003216,765,0.293,0.135,3.0425,0.5885
BCG,2019,MAYO,RN,933,5690,1030125,783,0.22599999999999998,0.35450000000000004,20.503999999999998,0.28200000000000003
BCG,2019,NOVIEMBRE,RN,936,5690,1813790,711,0.1755,0.405,8.0945,0.21
BCG,2019,OCTUBRE,RN,986,5690,619318,727,0.243,0.33799999999999997,11.2205,0.247
BCG,2019,SETIEMBRE,RN,943,5690,85800,735,0.136,0.494,25.7535,0.186
BCG,2020,ABRIL,RN,1562,2435,815151,313,0.30933333333333335,0.4043333333333334,0.0,0.0
BCG,2020,AGOSTO,RN,1734,2435,725676,382,0.43933333333333335,0.1376666666666667,0.0,0.0
BCG,2020,DICIEMBRE,RN,1813,2435,161316,349,0.243,0.3193333333333333,0.8016666666666667,0.28733333333333333
BCG,2020,ENERO,RN,1551,2435,777891,238,0.18333333333333335,0.42300000000000004,3.4973333333333336,0.20633333333333334
BCG,2020,FEBRERO,RN,1563,2435,761802,210,0.2273333333333333,0.37966666666666665,8.130333333333335,0.18200000000000002
BCG,2020,JULIO,RN,1551,2435,804264,314,0.4073333333333333,0.25066666666666665,0.0,0.0
BCG,2020,JUNIO,RN,1626,2435,718822,231,0.48266666666666663,0.14933333333333332,0.0,0.0
BCG,2020,MARZO,RN,1571,2435,751336,205,0.225,0.257,3.4586666666666672,0.7223333333333333
BCG,2020,MAYO,RN,1618,2435,710703,237,0.49433333333333335,0.17866666666666667,0.0,0.0
BCG,2020,NOVIEMBRE,RN,1788,2435,1348304,338,0.19499999999999998,0.27033333333333337,0.37366666666666665,0.257
BCG,2020,OCTUBRE,RN,1813,2435,858754,381,0.2776666666666667,0.24866666666666667,2.4446666666666665,0.3476666666666666
BCG,2020,SETIEMBRE,RN,1734,2435,749638,366,0.27266666666666667,0.359,18.492,0.5363333333333333
BCG,2021,ABRIL,RN,1895,2501,268268,466,0.19400000000000003,0.118,9.826666666666666,0.4656666666666667
BCG,2021,AGOSTO,RN,1918,2501,629819,287,0.2356666666666667,0.17866666666666667,3.763666666666667,0.47100000000000003
BCG,2021,DICIEMBRE,RN,1950,2501,486866,210,0.25633333333333336,0.31466666666666665,3.602,0.19433333333333333
BCG,2021,ENERO,RN,1812,2501,822309,350,0.26566666666666666,0.19933333333333333,1.514,0.19133333333333336
BCG,2021,FEBRERO,RN,1810,2501,677118,353,0.19699999999999998,0.17933333333333334,0.25233333333333335,0.5203333333333333
BCG,2021,JULIO,RN,1882,2501,647735,327,0.2763333333333334,0.399,2.0196666666666663,0.2416666666666667
BCG,2021,JUNIO,RN,1879,2501,696098,360,0.204,0.39799999999999996,1.1183333333333334,0.7433333333333333
BCG,2021,MARZO,RN,1824,2501,1269741,483,0.27666666666666667,0.27266666666666667,0.4446666666666667,1.0446666666666666
BCG,2021,MAYO,RN,1869,2501,694026,321,0.23866666666666667,0.26333333333333336,0.322,0.205
BCG,2021,NOVIEMBRE,RN,1939,2501,811749,282,0.21,0.217,10.665666666666668,1.273
BCG,2021,OCTUBRE,RN,1875,2501,612818,257,0.33666666666666667,0.31766666666666665,3.731333333333333,0.5553333333333333
BCG,2021,SETIEMBRE,RN,1903,2501,681661,339,0.24266666666666667,0.266,0.38766666666666666,0.18533333333333335
BCG,2022,ABRIL,RN,2042,2564,748576,817,0.16366666666666665,0.21366666666666667,12.200000000000001,0.5693333333333334
BCG,2022,AGOSTO,RN,1923,2564,779177,706,0.20766666666666667,0.40066666666666667,6.354333333333333,0.12233333333333334
BCG,2022,DICIEMBRE,RN,2204,2564,996898,746,0.20633333333333334,0.158,18.314333333333334,0.18300000000000002
BCG,2022,ENERO,RN,1970,2564,684081,894,0.2376666666666667,0.248,20.751333333333335,1.7856666666666667
BCG,2022,FEBRERO,RN,1993,2564,910655,778,0.17266666666666666,0.17800000000000002,0.25666666666666665,0.6346666666666666
BCG,2022,JULIO,RN,2028,2564,1104057,802,0.18466666666666667,0.33966666666666673,4.626,0.2803333333333334
BCG,2022,JUNIO,RN,2017,2564,709615,780,0.206,0.4653333333333333,0.8066666666666666,0.20566666666666666
BCG,2022,MARZO,RN,2027,2564,784465,829,0.162,0.2793333333333334,11.613333333333332,0.5706666666666667
BCG,2022,MAYO,RN,2014,2564,760212,787,0.25,0.126,10.295333333333334,0.518
BCG,2022,NOVIEMBRE,RN,2204,2564,677800,865,0.231,0.14766666666666667,21.543666666666667,0.16166666666666665
BCG,2022,OCTUBRE,RN,2204,2564,541898,748,0.23766666666666666,0.29633333333333334,5.5376666666666665,0.731
BCG,2022,SETIEMBRE,RN,2016,2564,694132,711,0.25166666666666665,0.37000000000000005,6.698666666666667,0.3256666666666667
DPT2,2019,ABRIL,4_ANIOS,986,5690,998497,344,0.14450000000000002,0.597,0.877,0.313
DPT2,2019,AGOSTO,4_ANIOS,933,5690,3650033,64,0.19,0.47950000000000004,3.2899999999999996,0.16749999999999998
DPT2,2019,DICIEMBRE,4_ANIOS,937,5690,1953340,129,0.197,0.43500000000000005,19.6735,0.21150000000000002
DPT2,2019,ENERO,4_ANIOS,924,5690,924269,161,0.1985,0.362,0.887,0.269
DPT2,2019,FEBRERO,4_ANIOS,871,5690,1000320,136,0.1965,0.106,6.9725,0.15
DPT2,2019,JULIO,4_ANIOS,986,5690,1352080,91,0.29200000000000004,0.3685,14.760000000000002,0.21200000000000002
DPT2,2019,JUNIO,4_ANIOS,937,5690,1235133,88,0.186,0.438,2.0895,0.21750000000000003
DPT2,2019,MARZO,4_ANIOS,986,5690,1003216,165,0.293,0.135,3.0425,0.5885
DPT2,2019,MAYO,4_ANIOS,933,5690,1030125,216,0.22599999999999998,0.35450000000000004,20.503999999999998,0.28200000000000003
DPT2,2019,NOVIEMBRE,4_ANIOS,936,5690,1813790,127,0.1755,0.405,8.0945,0.21
DPT2,2019,OCTUBRE,4_ANIOS,986,5690,619318,200,0.243,0.33799999999999997,11.2205,0.247
DPT2,2019,SETIEMBRE,4_ANIOS,943,5690,85800,309,0.136,0.494,25.7535,0.186
DPT2,2020,ABRIL,4_ANIOS,1562,2435,815151,34,0.30933333333333335,0.4043333333333334,0.0,0.0
DPT2,2020,AGOSTO,4_ANIOS,1734,2435,725676,320,0.43933333333333335,0.1376666666666667,0.0,0.0
DPT2,2020,DICIEMBRE,4_ANIOS,1813,2435,161316,384,0.243,0.3193333333333333,0.8016666666666667,0.28733333333333333
DPT2,2020,ENERO,4_ANIOS,1551,2435,777891,326,0.18333333333333335,0.42300000000000004,3.4973333333333336,0.20633333333333334
DPT2,2020,FEBRERO,4_ANIOS,1563,2435,761802,366,0.2273333333333333,0.37966666666666665,8.130333333333335,0.18200000000000002
DPT2,2020,JULIO,4_ANIOS,1551,2435,804264,270,0.4073333333333333,0.25066666666666665,0.0,0.0
DPT2,2020,JUNIO,4_ANIOS,1626,2435,718822,122,0.48266666666666663,0.14933333333333332,0.0,0.0
DPT2,2020,MARZO,4_ANIOS,1571,2435,751336,238,0.225,0.257,3.4586666666666672,0.7223333333333333
DPT2,2020,MAYO,4_ANIOS,1618,2435,710703,60,0.49433333333333335,0.17866666666666667,0.0,0.0
DPT2,2020,NOVIEMBRE,4_ANIOS,1788,2435,1348304,998,0.19499999999999998,0.27033333333333337,0.37366666666666665,0.257
DPT2,2020,OCTUBRE,4_ANIOS,1813,2435,858754,715,0.2776666666666667,0.24866666666666667,2.4446666666666665,0.3476666666666666
DPT2,2020,SETIEMBRE,4_ANIOS,1734,2435,749638,794,0.27266666666666667,0.359,18.492,0.5363333333333333
DPT2,2021,ABRIL,4_ANIOS,1895,2501,268268,231,0.19400000000000003,0.118,9.826666666666666,0.4656666666666667
DPT2,2021,AGOSTO,4_ANIOS,1918,2501,629819,260,0.2356666666666667,0.17866666666666667,3.763666666666667,0.47100000000000003
DPT2,2021,DICIEMBRE,4_ANIOS,1950,2501,486866,177,0.25633333333333336,0.31466666666666665,3.602,0.19433333333333333
DPT2,2021,ENERO,4_ANIOS,1812,2501,822309,284,0.26566666666666666,0.19933333333333333,1.514,0.19133333333333336
DPT2,2021,FEBRERO,4_ANIOS,1810,2501,677118,272,0.19699999999999998,0.17933333333333334,0.25233333333333335,0.5203333333333333
DPT2,2021,JULIO,4_ANIOS,1882,2501,647735,231,0.2763333333333334,0.399,2.0196666666666663,0.2416666666666667
DPT2,2021,JUNIO,4_ANIOS,1879,2501,696098,243,0.204,0.39799999999999996,1.1183333333333334,0.7433333333333333
DPT2,2021,MARZO,4_ANIOS,1824,2501,1269741,274,0.27666666666666667,0.27266666666666667,0.4446666666666667,1.0446666666666666
DPT2,2021,MAYO,4_ANIOS,1869,2501,694026,298,0.23866666666666667,0.26333333333333336,0.322,0.205
DPT2,2021,NOVIEMBRE,4_ANIOS,1939,2501,811749,242,0.21,0.217,10.665666666666668,1.273
DPT2,2021,OCTUBRE,4_ANIOS,1875,2501,612818,252,0.33666666666666667,0.31766666666666665,3.731333333333333,0.5553333333333333
DPT2,2021,SETIEMBRE,4_ANIOS,1903,2501,681661,285,0.24266666666666667,0.266,0.38766666666666666,0.18533333333333335
DPT2,2022,ABRIL,4_ANIOS,2042,2564,748576,307,0.16366666666666665,0.21366666666666667,12.200000000000001,0.5693333333333334
DPT2,2022,AGOSTO,4_ANIOS,1923,2564,779177,256,0.20766666666666667,0.40066666666666667,6.354333333333333,0.12233333333333334
DPT2,2022,DICIEMBRE,4_ANIOS,2204,2564,996898,214,0.20633333333333334,0.158,18.314333333333334,0.18300000000000002
DPT2,2022,ENERO,4_ANIOS,1970,2564,684081,357,0.2376666666666667,0.248,20.751333333333335,1.7856666666666667
DPT2,2022,FEBRERO,4_ANIOS,1993,2564,910655,352,0.17266666666666666,0.17800000000000002,0.25666666666666665,0.6346666666666666
DPT2,2022,JULIO,4_ANIOS,2028,2564,1104057,190,0.18466666666666667,0.33966666666666673,4.626,0.2803333333333334
DPT2,2022,JUNIO,4_ANIOS,2017,2564,709615,195,0.206,0.4653333333333333,0.8066666666666666,0.20566666666666666
DPT2,2022,MARZO,4_ANIOS,2027,2564,784465,354,0.162,0.2793333333333334,11.613333333333332,0.5706666666666667
DPT2,2022,MAYO,4_ANIOS,2014,2564,760212,268,0.25,0.126,10.295333333333334,0.518
DPT2,2022,NOVIEMBRE,4_ANIOS,2204,2564,677800,336,0.231,0.14766666666666667,21.543666666666667,0.16166666666666665
DPT2,2022,OCTUBRE,4_ANIOS,2204,2564,541898,260,0.23766666666666666,0.29633333333333334,5.5376666666666665,0.731
DPT2,2022,SETIEMBRE,4_ANIOS,2016,2564,694132,266,0.25166666666666665,0.37000000000000005,6.698666666666667,0.3256666666666667
